"Trx#","Date","Category","ItemName","Price","Order","Discount","TotalAmount","Type","Pcf","Classification"
"14715","04/04/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"14716","04/04/25","Chocolates","Kitkat","60","1","-","60","Actual Sales","Apr-25","Foods"
"14717","04/04/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"14717","04/04/25","Add-Ons","Egg","15","1","-","15","Actual Sales","Apr-25","Foods"
"14717","04/04/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Apr-25","Foods"
"23544","04/04/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23544","04/04/25","Silog","Tapasilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23521","04/04/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Apr-25","Foods"
"23522","04/04/25","Add-Ons","Rice: Plain","25","4","-","100","Actual Sales","Apr-25","Foods"
"14712","04/04/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"14712","04/04/25","Platters and Pulutan","Tofu Cubes","150","2","-","300","Actual Sales","Apr-25","Foods"
"14712","04/04/25","Platters and Pulutan","Sisig","300","1","-","300","Actual Sales","Apr-25","Foods"
"23542","04/04/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"23545","04/04/25","Add-Ons","Rice: Plain","25","2","-","50","Actual Sales","Apr-25","Foods"
"23546","04/04/25","Add-Ons","Rice: Plain","25","2","-","50","Actual Sales","Apr-25","Foods"
"23546","04/04/25","Platters and Pulutan","Sisig","300","1","-","300","Actual Sales","Apr-25","Foods"
"23547","04/04/25","Add-Ons","Rice: Plain","25","3","-","75","Actual Sales","Apr-25","Foods"
"23547","04/04/25","Platters and Pulutan","Dinakdakan","300","3","-","900","Actual Sales","Apr-25","Foods"
"23548","04/04/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"23549","04/04/25","Platters and Pulutan","Pansit Sisig","150","1","42.86","107.14","Actual Sales","Apr-25","Foods"
"23550","04/04/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23550","04/04/25","Silog","Tapasilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23551","04/04/25","Chocolates","Cadbury Hazelnut","150","1","-","150","Actual Sales","Apr-25","Foods"
"23552","04/04/25","Silog","Sisigsilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23552","04/04/25","Silog","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23554","04/04/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"23555","04/04/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"23556","04/04/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Apr-25","Foods"
"23557","04/04/25","Nuts and Chips","Chicharon","110","1","-","110","Actual Sales","Apr-25","Foods"
"23558","04/04/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Apr-25","Foods"
"23559","04/04/25","Noodles","LM Chilimansi w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"23560","04/04/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"14720","04/05/25","Platters and Pulutan","Tofu Cubes","150","1","-","150","Actual Sales","Apr-25","Foods"
"14719","04/05/25","Platters and Pulutan","Tofu Cubes","150","1","-","150","Actual Sales","Apr-25","Foods"
"14661","04/05/25","Add-Ons","Egg","15","2","-","30","Actual Sales","Apr-25","Foods"
"14662","04/05/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"14662","04/05/25","Silog","Hungariansilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"14663","04/05/25","Add-Ons","Rice: Plain","25","3","-","75","Actual Sales","Apr-25","Foods"
"14664","04/05/25","Noodles","LM Chilimansi w/ Egg","55","2","-","110","Actual Sales","Apr-25","Foods"
"14666","04/05/25","Add-Ons","Egg","15","3","-","45","Actual Sales","Apr-25","Foods"
"14668","04/05/25","Chocolates","Kitkat","60","1","-","60","Actual Sales","Apr-25","Foods"
"14669","04/05/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"14669","04/05/25","Silog","Spamsilog","140","2","40.00","240","Actual Sales","Apr-25","Foods"
"14669","04/05/25","Silog","Rice w/ Egg","-","2","-","-","Actual Sales","Apr-25","Foods"
"14669","04/05/25","Silog","Hungariansilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"14670","04/05/25","Add-Ons","Rice: Half Plain","15","1","-","15","Actual Sales","Apr-25","Foods"
"14670","04/05/25","Menu of the Day","Ampalaya con Carne","75","1","-","75","Actual Sales","Apr-25","Foods"
"14671","04/05/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"14671","04/05/25","Silog","Tocinosilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"14673","04/05/25","Add-Ons","Egg","15","4","4.29","55.71","Actual Sales","Apr-25","Foods"
"14673","04/05/25","Add-Ons","Onion","25","1","7.14","17.86","Actual Sales","Apr-25","Foods"
"14673","04/05/25","Add-Ons","Tomato","25","1","7.14","17.86","Actual Sales","Apr-25","Foods"
"14673","04/05/25","Add-Ons","Rice: Plain","25","1","7.14","17.86","Actual Sales","Apr-25","Foods"
"14674","04/05/25","Noodles","LM Calamansi w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"23524","04/05/25","Nuts and Chips","Chicharon","110","3","-","330","Actual Sales","Apr-25","Foods"
"14675","04/05/25","Nuts and Chips","French Fries","100","1","-","100","Actual Sales","Apr-25","Foods"
"14675","04/05/25","Platters and Pulutan","Tokwa't Baboy","250","1","-","250","Actual Sales","Apr-25","Foods"
"14675","04/05/25","Platters and Pulutan","Buffalo Chicken Wings","300","1","-","300","Actual Sales","Apr-25","Foods"
"18383","04/05/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"18383","04/05/25","Noodles","Korean Noodles w/ Egg","150","1","-","150","Actual Sales","Apr-25","Foods"
"18383","04/05/25","Silog","Spamsilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"18385","04/05/25","Noodles","Korean Noodles w/ Egg","150","1","-","150","Actual Sales","Apr-25","Foods"
"18386","04/05/25","Chocolates","Kitkat","60","3","-","180","Actual Sales","Apr-25","Foods"
"18387","04/05/25","Chocolates","Kitkat","60","2","-","120","Actual Sales","Apr-25","Foods"
"18388","04/05/25","Noodles","Korean Noodles w/ Egg","150","1","-","150","Actual Sales","Apr-25","Foods"
"18389","04/05/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"18389","04/05/25","Silog","Tocinosilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"18390","04/05/25","Add-Ons","Rice: Plain","25","4","-","100","Actual Sales","Apr-25","Foods"
"18390","04/05/25","Platters and Pulutan","Sisig","300","1","-","300","Actual Sales","Apr-25","Foods"
"18390","04/05/25","Platters and Pulutan","Buffalo Chicken Wings","300","1","-","300","Actual Sales","Apr-25","Foods"
"18391","04/05/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"18391","04/05/25","Silog","Tocinosilog","140","1","40.00","100","Actual Sales","Apr-25","Foods"
"18392","04/05/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"18392","04/05/25","Silog","Bangusilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"18393","04/05/25","Chocolates","Snickers","60","2","-","120","Actual Sales","Apr-25","Foods"
"18394","04/05/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"18395","04/05/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"18395","04/05/25","Seasonal","Pampano","350","1","-","350","Actual Sales","Apr-25","Foods"
"18396","04/05/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Apr-25","Foods"
"18397","04/05/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"18397","04/05/25","Seasonal","Pampano","350","1","-","350","Actual Sales","Apr-25","Foods"
"18398","04/05/25","Seasonal","Pampano","350","1","100.00","250","Actual Sales","Apr-25","Foods"
"18399","04/05/25","Seasonal","Pampano","350","1","100.00","250","Actual Sales","Apr-25","Foods"
"18361","04/05/25","Nuts and Chips","French Fries","100","1","-","100","Actual Sales","Apr-25","Foods"
"18361","04/05/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Apr-25","Foods"
"18362","04/05/25","Add-Ons","Egg","15","4","4.29","55.71","Actual Sales","Apr-25","Foods"
"18362","04/05/25","Add-Ons","Onion","25","1","7.14","17.86","Actual Sales","Apr-25","Foods"
"18362","04/05/25","Add-Ons","Tomato","25","1","7.14","17.86","Actual Sales","Apr-25","Foods"
"18363","04/05/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"18364","04/05/25","Add-Ons","Rice: Plain","25","2","-","50","Actual Sales","Apr-25","Foods"
"18364","04/05/25","Platters and Pulutan","Sisig","300","1","-","300","Actual Sales","Apr-25","Foods"
"18365","04/05/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"18365","04/05/25","Add-Ons","Rice: Fried","30","1","-","30","Actual Sales","Apr-25","Foods"
"18365","04/05/25","Add-Ons","Egg","15","3","-","45","Actual Sales","Apr-25","Foods"
"18367","04/05/25","Noodles","LM Chilimansi w/ Egg","55","3","-","165","Actual Sales","Apr-25","Foods"
"18369","04/05/25","Add-Ons","Toasted Bread","10","1","-","10","Actual Sales","Apr-25","Foods"
"18369","04/05/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"18370","04/05/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"18368","04/05/25","Platters and Pulutan","Crispy Chicken Feet","180","2","-","360","Actual Sales","Apr-25","Foods"
"18368","04/05/25","Seasonal","Pampano","350","1","-","350","Actual Sales","Apr-25","Foods"
"18371","04/06/25","Platters and Pulutan","Pansit Sisig","150","1","42.86","107.14","Actual Sales","Apr-25","Foods"
"18372","04/06/25","Add-Ons","Egg","15","3","-","45","Actual Sales","Apr-25","Foods"
"18372","04/06/25","Add-Ons","Tomato","25","1","-","25","Actual Sales","Apr-25","Foods"
"18373","04/06/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"18374","04/06/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"18375","04/06/25","Add-Ons","Egg","15","3","-","45","Actual Sales","Apr-25","Foods"
"18376","04/06/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"18376","04/06/25","Silog","Spamsilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"18377","04/06/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"18378","04/06/25","Platters and Pulutan","Dinakdakan","300","1","-","300","Actual Sales","Apr-25","Foods"
"18379","04/06/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"18379","04/06/25","Silog","Lechonsilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"18380","04/06/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"18380","04/06/25","Seasonal","Pampano","350","1","-","350","Actual Sales","Apr-25","Foods"
"18341","04/06/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Apr-25","Foods"
"18342","04/06/25","SW and Pasta","Tuna Sandwich","100","2","-","200","Actual Sales","Apr-25","Foods"
"18343","04/06/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"18343","04/06/25","Silog","Spamsilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23481","04/06/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"23482","04/06/25","Add-Ons","Rice: Plain","25","4","-","100","Actual Sales","Apr-25","Foods"
"23482","04/06/25","Seasonal","Pampano","350","2","-","700","Actual Sales","Apr-25","Foods"
"23483","04/06/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Apr-25","Foods"
"23484","04/06/25","Platters and Pulutan","Sisig","300","1","85.71","214.29","Actual Sales","Apr-25","Foods"
"23525","04/06/25","Noodles","LM Hot and Spicy w/ Egg","55","2","-","110","Actual Sales","Apr-25","Foods"
"23526","04/06/25","Platters and Pulutan","Lomi Batangas","250","1","-","250","Actual Sales","Apr-25","Foods"
"23527","04/06/25","Chocolates","Kitkat","60","1","-","60","Actual Sales","Apr-25","Foods"
"23528","04/06/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"23529","04/06/25","Add-Ons","Egg","15","1","-","15","Actual Sales","Apr-25","Foods"
"23529","04/06/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"23530","04/06/25","Add-Ons","Egg","15","3","-","45","Actual Sales","Apr-25","Foods"
"23531","04/06/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23531","04/06/25","Silog","Hungariansilog","140","1","40.00","100","Actual Sales","Apr-25","Foods"
"23532","04/06/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23532","04/06/25","Silog","Cornbeefsilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23533","04/06/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Apr-25","Foods"
"23534","04/06/25","Add-Ons","Rice: Plain","25","2","-","50","Actual Sales","Apr-25","Foods"
"23534","04/06/25","Platters and Pulutan","Sisig","300","1","-","300","Actual Sales","Apr-25","Foods"
"23535","04/06/25","Add-Ons","Rice: Plain","25","2","-","50","Actual Sales","Apr-25","Foods"
"23535","04/06/25","Add-Ons","Egg","15","3","-","45","Actual Sales","Apr-25","Foods"
"23535","04/06/25","Add-Ons","Onion","25","1","-","25","Actual Sales","Apr-25","Foods"
"23535","04/06/25","Platters and Pulutan","Dinakdakan","300","1","-","300","Actual Sales","Apr-25","Foods"
"23536","04/06/25","Add-Ons","Rice: Plain","25","1","7.14","17.86","Actual Sales","Apr-25","Foods"
"23536","04/06/25","Menu of the Day","Pork Nilaga","75","1","21.43","53.57","Actual Sales","Apr-25","Foods"
"23537","04/06/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23537","04/06/25","Silog","Tapasilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23538","04/06/25","Add-Ons","Egg","15","3","-","45","Actual Sales","Apr-25","Foods"
"23539","04/06/25","Add-Ons","Rice: Plain","25","4","-","100","Actual Sales","Apr-25","Foods"
"23539","04/06/25","Menu of the Day","Pork Nilaga","75","1","-","75","Actual Sales","Apr-25","Foods"
"23539","04/06/25","Platters and Pulutan","Sisig","300","1","85.71","214.29","Actual Sales","Apr-25","Foods"
"23540","04/06/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23540","04/06/25","Silog","Lechonsilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23461","04/07/25","Add-Ons","Egg","15","2","-","30","Actual Sales","Apr-25","Foods"
"23461","04/07/25","Add-Ons","Onion","25","1","-","25","Actual Sales","Apr-25","Foods"
"23461","04/07/25","Add-Ons","Tomato","25","1","-","25","Actual Sales","Apr-25","Foods"
"23462","04/07/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23462","04/07/25","Silog","Sisigsilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23463","04/07/25","Add-Ons","Egg","15","2","-","30","Actual Sales","Apr-25","Foods"
"23463","04/07/25","Add-Ons","Onion","25","1","-","25","Actual Sales","Apr-25","Foods"
"23463","04/07/25","Add-Ons","Tomato","25","1","-","25","Actual Sales","Apr-25","Foods"
"23464","04/07/25","Add-Ons","Toasted Bread w/ Butter and Sugar","15","3","-","45","Actual Sales","Apr-25","Foods"
"23465","04/07/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23465","04/07/25","Silog","Hungariansilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23466","04/07/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"23467","04/07/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"23468","04/07/25","Platters and Pulutan","Tofu Cubes","150","1","42.86","107.14","Actual Sales","Apr-25","Foods"
"23470","04/07/25","Chocolates","Cadbury Milk","150","1","-","150","Actual Sales","Apr-25","Foods"
"23470","04/07/25","Chocolates","Kitkat","60","2","-","120","Actual Sales","Apr-25","Foods"
"23471","04/07/25","Platters and Pulutan","Pansit Sisig","150","1","42.86","107.14","Actual Sales","Apr-25","Foods"
"23472","04/07/25","Add-Ons","Egg","15","1","-","15","Actual Sales","Apr-25","Foods"
"23472","04/07/25","Noodles","LM Calamansi w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"23473","04/07/25","SW and Pasta","Egg Sandwich","100","1","-","100","Actual Sales","Apr-25","Foods"
"23474","04/07/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23474","04/07/25","Silog","Sisigsilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23475","04/07/25","Silog","Sisigsilog","140","2","-","280","Actual Sales","Apr-25","Foods"
"23475","04/07/25","Silog","Rice w/ Egg","-","2","-","-","Actual Sales","Apr-25","Foods"
"23477","04/07/25","Add-Ons","Toasted Bread w/ Butter and Sugar","15","3","-","45","Actual Sales","Apr-25","Foods"
"23485","04/07/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"23486","04/07/25","Noodles","LM Chilimansi w/ Egg","55","1","15.71","39.29","Actual Sales","Apr-25","Foods"
"23486","04/07/25","Noodles","LM Chilimansi","50","1","-","50","Actual Sales","Apr-25","Foods"
"23487","04/07/25","SW and Pasta","Tuna Sandwich","100","1","-","100","Actual Sales","Apr-25","Foods"
"23488","04/07/25","Noodles","LM Chilimansi w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"23489","04/07/25","Noodles","LM Chilimansi w/ Egg","55","2","-","110","Actual Sales","Apr-25","Foods"
"23491","04/07/25","Platters and Pulutan","Pansit Sisig","150","1","42.86","107.14","Actual Sales","Apr-25","Foods"
"23492","04/07/25","Add-Ons","Rice: Plain","25","2","-","50","Actual Sales","Apr-25","Foods"
"23493","04/07/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23493","04/07/25","Silog","Cornbeefsilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23494","04/07/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"23495","04/07/25","Add-Ons","Egg","15","2","4.29","25.71","Actual Sales","Apr-25","Foods"
"23495","04/07/25","Add-Ons","Onion","25","1","7.14","17.86","Actual Sales","Apr-25","Foods"
"23495","04/07/25","Add-Ons","Tomato","25","1","7.14","17.86","Actual Sales","Apr-25","Foods"
"23496","04/07/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23496","04/07/25","Silog","Cornbeefsilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23497","04/07/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"23497","04/07/25","Platters and Pulutan","Sisig","300","1","-","300","Actual Sales","Apr-25","Foods"
"23498","04/07/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"23499","04/07/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23499","04/07/25","Silog","Sisigsilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23500","04/07/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"23500","04/07/25","Add-Ons","Egg","15","3","-","45","Actual Sales","Apr-25","Foods"
"23500","04/07/25","Add-Ons","Onion","25","1","-","25","Actual Sales","Apr-25","Foods"
"23500","04/07/25","Add-Ons","Tomato","25","1","-","25","Actual Sales","Apr-25","Foods"
"18344","04/08/25","Noodles","LM Chilimansi w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"18344","04/08/25","SW and Pasta","Egg Sandwich","100","1","-","100","Actual Sales","Apr-25","Foods"
"18345","04/08/25","Add-Ons","Toasted Bread","10","3","-","30","Actual Sales","Apr-25","Foods"
"18346","04/08/25","Add-Ons","Rice: Half Plain","15","1","-","15","Actual Sales","Apr-25","Foods"
"18346","04/08/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"18347","04/08/25","Noodles","LM Hot and Spicy w/ Egg","55","2","-","110","Actual Sales","Apr-25","Foods"
"18348","04/08/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Apr-25","Foods"
"18348","04/08/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Apr-25","Foods"
"18349","04/08/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"18349","04/08/25","Platters and Pulutan","Dinakdakan","300","1","-","300","Actual Sales","Apr-25","Foods"
"18351","04/08/25","Noodles","LM Calamansi w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"18352","04/08/25","Add-Ons","Egg","15","4","-","60","Actual Sales","Apr-25","Foods"
"18352","04/08/25","Add-Ons","Onion","25","1","-","25","Actual Sales","Apr-25","Foods"
"18352","04/08/25","Add-Ons","Tomato","25","1","-","25","Actual Sales","Apr-25","Foods"
"18352","04/08/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"18353","04/08/25","Add-Ons","Egg","15","3","4.29","40.71","Actual Sales","Apr-25","Foods"
"18353","04/08/25","Add-Ons","Onion","25","1","7.14","17.86","Actual Sales","Apr-25","Foods"
"18353","04/08/25","Add-Ons","Tomato","25","1","7.14","17.86","Actual Sales","Apr-25","Foods"
"18353","04/08/25","Add-Ons","Rice: Plain","25","1","7.14","17.86","Actual Sales","Apr-25","Foods"
"18354","04/08/25","Noodles","Korean Noodles Mild w/ Egg","150","1","-","150","Actual Sales","Apr-25","Foods"
"18356","04/08/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"18356","04/08/25","Silog","Spamsilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"18358","04/08/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"18359","04/08/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"18359","04/08/25","Silog","Hungariansilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"18360","04/08/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Apr-25","Foods"
"18357","04/08/25","Platters and Pulutan","Tokwa't Baboy","250","1","-","250","Actual Sales","Apr-25","Foods"
"23478","04/09/25","Nuts and Chips","French Fries","100","1","-","100","Actual Sales","Apr-25","Foods"
"23478","04/09/25","SW and Pasta","Ham and Cheese Sandwich","100","1","-","100","Actual Sales","Apr-25","Foods"
"23479","04/09/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Apr-25","Foods"
"23479","04/09/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Apr-25","Foods"
"23480","04/09/25","Add-Ons","Egg","15","4","4.29","55.71","Actual Sales","Apr-25","Foods"
"23480","04/09/25","Add-Ons","Onion","25","1","7.14","17.86","Actual Sales","Apr-25","Foods"
"23480","04/09/25","Add-Ons","Tomato","25","1","7.14","17.86","Actual Sales","Apr-25","Foods"
"23480","04/09/25","Add-Ons","Rice: Plain","25","1","7.14","17.86","Actual Sales","Apr-25","Foods"
"23421","04/09/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Apr-25","Foods"
"23422","04/09/25","Add-Ons","Rice: Plain","25","3","-","75","Actual Sales","Apr-25","Foods"
"23423","04/09/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"23424","04/09/25","Add-Ons","Rice: Plain","25","2","-","50","Actual Sales","Apr-25","Foods"
"23425","04/09/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23425","04/09/25","Silog","Hungariansilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23426","04/09/25","Add-Ons","Egg","15","2","-","30","Actual Sales","Apr-25","Foods"
"23427","04/09/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"23428","04/09/25","Nuts and Chips","Chicharon","110","2","-","220","Actual Sales","Apr-25","Foods"
"23429","04/09/25","Noodles","LM Calamansi w/ Egg","55","2","-","110","Actual Sales","Apr-25","Foods"
"23430","04/09/25","Platters and Pulutan","Pansit Sisig","150","1","-","150","Actual Sales","Apr-25","Foods"
"23431","04/09/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"23432","04/09/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23432","04/09/25","Silog","Cornbeefsilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23433","04/09/25","Noodles","LM Calamansi w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"23434","04/09/25","Platters and Pulutan","Pansit Sisig","150","1","42.86","107.14","Actual Sales","Apr-25","Foods"
"23435","04/09/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"23436","04/09/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"23437","04/09/25","Add-Ons","Egg","15","1","-","15","Actual Sales","Apr-25","Foods"
"23441","04/09/25","Platters and Pulutan","Tokwa't Baboy","250","1","-","250","Actual Sales","Apr-25","Foods"
"23442","04/09/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"23444","04/09/25","SW and Pasta","Clubhouse","150","1","42.86","107.14","Actual Sales","Apr-25","Foods"
"23445","04/09/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"23445","04/09/25","Custom","Rice w/ Egg","-","1","-","-","Actual Sales","Apr-25","Foods"
"23445","04/09/25","Silog","Hungariansilog","140","1","-","140","Actual Sales","Apr-25","Foods"
"23446","04/09/25","Noodles","LM Hot and Spicy w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"23447","04/09/25","Add-Ons","Rice: Plain","25","1","-","25","Actual Sales","Apr-25","Foods"
"23447","04/09/25","Platters and Pulutan","Tokwa't Baboy","250","1","-","250","Actual Sales","Apr-25","Foods"
"23448","04/09/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Apr-25","Foods"
"23450","04/09/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Apr-25","Foods"
"23451","04/09/25","Platters and Pulutan","Tokwa't Baboy","250","1","-","250","Actual Sales","Apr-25","Foods"
"23452","04/09/25","Add-Ons","Toasted Bread","10","1","-","10","Actual Sales","Apr-25","Foods"
"23452","04/09/25","Noodles","LM Chilimansi w/ Egg","55","1","-","55","Actual Sales","Apr-25","Foods"
"23453","04/09/25","SW and Pasta","Clubhouse","150","1","-","150","Actual Sales","Apr-25","Foods"
